Model,postcode,date,Price Category,Value
Prophet,NE19 1TR,23/09/2024,Express 2,60.08
Prophet,NE19 1TR,23/09/2024,Emergency,80.97
Prophet,DN21 1GD,23/09/2024,Standard,57.16
Prophet,DN21 1GD,23/09/2024,Express 5,62.64
Prophet,DN21 1GD,23/09/2024,Express 3,71.88
Prophet,DN21 1GD,23/09/2024,Express 2,77.66
Prophet,DN21 1GD,23/09/2024,Emergency,90.76
Prophet,FK3 9UT,23/09/2024,Standard,57.66
Prophet,FK3 9UT,23/09/2024,Express 5,64.54
Prophet,FK3 9UT,23/09/2024,Express 3,66.88
Prophet,FK3 9UT,23/09/2024,Express 2,68.55
Prophet,FK3 9UT,23/09/2024,Emergency,73.58
Prophet,AB30 1XS,23/09/2024,Standard,72.47
Prophet,AB30 1XS,23/09/2024,Express 5,72.63
Prophet,AB30 1XS,23/09/2024,Express 3,75.68
Prophet,AB30 1XS,23/09/2024,Express 2,76.13
Prophet,AB30 1XS,23/09/2024,Emergency,82.06
Prophet,SY21 8SS,23/09/2024,Standard,56.11
Prophet,SY21 8SS,23/09/2024,Express 5,58.14
Prophet,SY21 8SS,23/09/2024,Express 3,58.9
Prophet,SY21 8SS,23/09/2024,Express 2,62.58
Prophet,SY21 8SS,23/09/2024,Emergency,63.21
Prophet,FK7 8HA,23/09/2024,Standard,67.64
Prophet,FK7 8HA,23/09/2024,Express 5,69.71
Prophet,FK7 8HA,23/09/2024,Express 3,71.64
Prophet,FK7 8HA,23/09/2024,Express 2,74.36
Prophet,FK7 8HA,23/09/2024,Emergency,78.01
Prophet,B95 5NN,23/09/2024,Standard,57.65
Prophet,B95 5NN,23/09/2024,Express 5,58.23
Prophet,B95 5NN,23/09/2024,Express 3,67.13
Prophet,B95 5NN,23/09/2024,Express 2,66.96
Prophet,B95 5NN,23/09/2024,Emergency,67.28
Prophet,B461JQ,23/09/2024,Standard,50.37
Prophet,B461JQ,23/09/2024,Express 5,50.57
Prophet,B461JQ,23/09/2024,Express 3,53.47
Prophet,B461JQ,23/09/2024,Express 2,56.24
Prophet,B461JQ,23/09/2024,Emergency,63.91
Prophet,CV2 1AA,23/09/2024,Standard,55.57
Prophet,CV2 1AA,23/09/2024,Express 5,63.91
Prophet,CV2 1AA,23/09/2024,Express 3,79.91
Prophet,CV2 1AA,23/09/2024,Express 2,79.54
Prophet,CV2 1AA,23/09/2024,Emergency,78.34
Prophet,NR30 4AU,23/09/2024,Standard,55.76
Prophet,NR30 4AU,23/09/2024,Express 5,57.04
Prophet,NR30 4AU,23/09/2024,Express 3,58.53
Prophet,NR30 4AU,23/09/2024,Express 2,66.37
Prophet,NR30 4AU,23/09/2024,Emergency,82.89
Prophet,CV47 2FE,23/09/2024,Standard,68.08
Prophet,CV47 2FE,23/09/2024,Express 5,66.86
Prophet,CV47 2FE,23/09/2024,Express 3,87.93
Prophet,CV47 2FE,23/09/2024,Express 2,85.32
Prophet,CV47 2FE,23/09/2024,Emergency,89.01
Prophet,LE65 1BR,23/09/2024,Standard,51.39
Prophet,LE65 1BR,23/09/2024,Express 5,51.39
Prophet,LE65 1BR,23/09/2024,Express 3,52.39
Prophet,LE65 1BR,23/09/2024,Express 2,54.55
Prophet,LE65 1BR,23/09/2024,Emergency,69.19
Prophet,PH8 0HX,23/09/2024,Standard,69.58
Prophet,PH8 0HX,23/09/2024,Express 5,70.74
Prophet,PH8 0HX,23/09/2024,Express 3,66.95
Prophet,PH8 0HX,23/09/2024,Express 2,70.63
Prophet,PH8 0HX,23/09/2024,Emergency,70.68
Prophet,PE12 6BL,23/09/2024,Standard,54.8
Prophet,PE12 6BL,23/09/2024,Express 5,57.12
Prophet,PE12 6BL,23/09/2024,Express 3,60.38
Prophet,PE12 6BL,23/09/2024,Express 2,73.04
Prophet,PE12 6BL,23/09/2024,Emergency,86.96
Prophet,YO21 3SR,23/09/2024,Standard,53.08
Prophet,YO21 3SR,23/09/2024,Express 5,53.18
Prophet,YO21 3SR,23/09/2024,Express 3,53.52
Prophet,YO21 3SR,23/09/2024,Express 2,53.51
Prophet,YO21 3SR,23/09/2024,Emergency,76
Prophet,NE61 1YD,23/09/2024,Standard,50.67
Prophet,NE61 1YD,23/09/2024,Express 5,52.85
Prophet,NE61 1YD,23/09/2024,Express 3,53.51
Prophet,NE61 1YD,23/09/2024,Express 2,55.23
Prophet,NE61 1YD,23/09/2024,Emergency,72.3
Prophet,YO17 6YB,23/09/2024,Standard,56.57
Prophet,YO17 6YB,23/09/2024,Express 5,56.61
Prophet,YO17 6YB,23/09/2024,Express 3,56.92
Prophet,YO17 6YB,23/09/2024,Express 2,57.79
Prophet,YO17 6YB,23/09/2024,Emergency,82.13
Prophet,PE22 0RB,23/09/2024,Standard,55.96
Prophet,PE22 0RB,23/09/2024,Express 5,59.53
Prophet,PE22 0RB,23/09/2024,Express 3,61.85
Prophet,PE22 0RB,23/09/2024,Express 2,77.43
Prophet,PE22 0RB,23/09/2024,Emergency,80.17
Prophet,TF9 2QS,23/09/2024,Standard,56.05
Prophet,TF9 2QS,23/09/2024,Express 5,58.96
Prophet,TF9 2QS,23/09/2024,Express 3,59.89
Prophet,TF9 2QS,23/09/2024,Express 2,62.66
Prophet,TF9 2QS,23/09/2024,Emergency,65.68
Prophet,KY11 8GH,23/09/2024,Standard,61.59
Prophet,KY11 8GH,23/09/2024,Express 5,64.15
Prophet,KY11 8GH,23/09/2024,Express 3,66.57
Prophet,KY11 8GH,23/09/2024,Express 2,68.55
Prophet,KY11 8GH,23/09/2024,Emergency,79.5
Prophet,IP14 6QA,23/09/2024,Standard,56.65
Prophet,IP14 6QA,23/09/2024,Express 5,58.65
Prophet,IP14 6QA,23/09/2024,Express 3,60.55
Prophet,IP14 6QA,23/09/2024,Express 2,76.48
Prophet,IP14 6QA,23/09/2024,Emergency,80.63
Prophet,NR23 1AB,23/09/2024,Standard,58.12
Prophet,NR23 1AB,23/09/2024,Express 5,65.46
Prophet,NR23 1AB,23/09/2024,Express 3,70.6
Prophet,NR23 1AB,23/09/2024,Express 2,76
Prophet,NR23 1AB,23/09/2024,Emergency,82.82
Prophet,NR16 2FG,23/09/2024,Standard,55.82
Prophet,NR16 2FG,23/09/2024,Express 5,57.41
Prophet,NR16 2FG,23/09/2024,Express 3,62.75
Prophet,NR16 2FG,23/09/2024,Express 2,76.07
Prophet,NR16 2FG,23/09/2024,Emergency,81.19
Prophet,LL13 0YT,23/09/2024,Standard,50.16
Prophet,LL13 0YT,23/09/2024,Express 5,54.04
Prophet,LL13 0YT,23/09/2024,Express 3,54.79
Prophet,LL13 0YT,23/09/2024,Express 2,54.4
Prophet,LL13 0YT,23/09/2024,Emergency,55.81
Prophet,LE15 9AR,23/09/2024,Standard,56.02
Prophet,LE15 9AR,23/09/2024,Express 5,60.11
Prophet,LE15 9AR,23/09/2024,Express 3,62.4
Prophet,LE15 9AR,23/09/2024,Express 2,65.11
Prophet,LE15 9AR,23/09/2024,Emergency,67.67
Prophet,PE6 0QE,23/09/2024,Standard,55.16
Prophet,PE6 0QE,23/09/2024,Express 5,57.82
Prophet,PE6 0QE,23/09/2024,Express 3,60.88
Prophet,PE6 0QE,23/09/2024,Express 2,71.95
Prophet,PE6 0QE,23/09/2024,Emergency,90.13
Prophet,PE34 4PG,23/09/2024,Standard,55.47
Prophet,PE34 4PG,23/09/2024,Express 5,57.53
Prophet,PE34 4PG,23/09/2024,Express 3,61.32
Prophet,PE34 4PG,23/09/2024,Express 2,64.56
Prophet,PE34 4PG,23/09/2024,Emergency,65.15
Prophet,NG34 9JN,23/09/2024,Standard,58.45
Prophet,NG34 9JN,23/09/2024,Express 5,61.93
Prophet,NG34 9JN,23/09/2024,Express 3,64.27
Prophet,NG34 9JN,23/09/2024,Express 2,71.38
Prophet,NG34 9JN,23/09/2024,Emergency,75.46
Prophet,WR15 8TH,23/09/2024,Standard,55.81
Prophet,WR15 8TH,23/09/2024,Express 5,56.12
Prophet,WR15 8TH,23/09/2024,Express 3,88.91
Prophet,WR15 8TH,23/09/2024,Express 2,89.8
Prophet,WR15 8TH,23/09/2024,Emergency,91.8
Prophet,KY3 9YE,23/09/2024,Standard,61.57
Prophet,KY3 9YE,23/09/2024,Express 5,64.15
Prophet,KY3 9YE,23/09/2024,Express 3,66.67
Prophet,KY3 9YE,23/09/2024,Express 2,68.56
Prophet,KY3 9YE,23/09/2024,Emergency,79.51
Prophet,PE33 9NP,23/09/2024,Standard,55.78
Prophet,PE33 9NP,23/09/2024,Express 5,57.38
Prophet,PE33 9NP,23/09/2024,Express 3,61.1
Prophet,PE33 9NP,23/09/2024,Express 2,64.83
Prophet,PE33 9NP,23/09/2024,Emergency,65.41
Prophet,LN13 9RB,23/09/2024,Standard,60.18
Prophet,LN13 9RB,23/09/2024,Express 5,76.77
Prophet,LN13 9RB,23/09/2024,Express 3,76.58
Prophet,LN13 9RB,23/09/2024,Express 2,75.4
Prophet,LN13 9RB,23/09/2024,Emergency,90.81
Prophet,NE71 6RJ,23/09/2024,Standard,62.95
Prophet,NE71 6RJ,23/09/2024,Express 5,62.99
Prophet,NE71 6RJ,23/09/2024,Express 3,66.48
Prophet,NE71 6RJ,23/09/2024,Express 2,67.48
Prophet,NE71 6RJ,23/09/2024,Emergency,70.5
Prophet,LS22 4JF,23/09/2024,Standard,52.54
Prophet,LS22 4JF,23/09/2024,Express 5,53.8
Prophet,LS22 4JF,23/09/2024,Express 3,54.89
Prophet,LS22 4JF,23/09/2024,Express 2,55.52
Prophet,LS22 4JF,23/09/2024,Emergency,77.41
Prophet,TD15 2TB,23/09/2024,Standard,59.45
Prophet,TD15 2TB,23/09/2024,Express 5,64.26
Prophet,TD15 2TB,23/09/2024,Express 3,60.39
Prophet,TD15 2TB,23/09/2024,Express 2,61.39
Prophet,TD15 2TB,23/09/2024,Emergency,62.89
Prophet,DD8 1SJ,23/09/2024,Standard,83.32
Prophet,DD8 1SJ,23/09/2024,Express 5,83.32
Prophet,DD8 1SJ,23/09/2024,Express 3,82.48
Prophet,DD8 1SJ,23/09/2024,Express 2,86.44
Prophet,DD8 1SJ,23/09/2024,Emergency,88.51
Prophet,DD10 8DS,23/09/2024,Standard,83.32
Prophet,DD10 8DS,23/09/2024,Express 5,83.32
Prophet,DD10 8DS,23/09/2024,Express 3,82.48
Prophet,DD10 8DS,23/09/2024,Express 2,86.45
Prophet,DD10 8DS,23/09/2024,Emergency,88.51
Prophet,FK7 8HA,22/09/2024,Standard,67.65
Prophet,FK7 8HA,22/09/2024,Express 5,67.85
Prophet,FK7 8HA,22/09/2024,Express 3,71.64
Prophet,FK7 8HA,22/09/2024,Express 2,74.48
Prophet,FK7 8HA,22/09/2024,Emergency,78.02
Prophet,B95 5NN,22/09/2024,Standard,57.63
Prophet,B95 5NN,22/09/2024,Express 5,58.07
Prophet,B95 5NN,22/09/2024,Express 3,66.68
Prophet,B95 5NN,22/09/2024,Express 2,67.2
Prophet,B95 5NN,22/09/2024,Emergency,67.38
Prophet,NE19 1TR,22/09/2024,Standard,55.92
Prophet,NE19 1TR,22/09/2024,Express 5,56
Prophet,NE19 1TR,22/09/2024,Express 3,57.62
Prophet,NE19 1TR,22/09/2024,Express 2,60.3
Prophet,NE19 1TR,22/09/2024,Emergency,80.99
Prophet,PH8 0HX,22/09/2024,Standard,67.02
Prophet,PH8 0HX,22/09/2024,Express 5,67
Prophet,PH8 0HX,22/09/2024,Express 3,66.94
Prophet,PH8 0HX,22/09/2024,Express 2,66.87
Prophet,PH8 0HX,22/09/2024,Emergency,66.91
Prophet,NR23 1AB,22/09/2024,Standard,58.01
Prophet,NR23 1AB,22/09/2024,Express 5,65.2
Prophet,NR23 1AB,22/09/2024,Express 3,70.2
Prophet,NR23 1AB,22/09/2024,Express 2,75.24
Prophet,NR23 1AB,22/09/2024,Emergency,82.23
Prophet,AB12 5YB,22/09/2024,Standard,66.53
Prophet,AB12 5YB,22/09/2024,Express 5,66.61
Prophet,AB12 5YB,22/09/2024,Express 3,70.76
Prophet,AB12 5YB,22/09/2024,Express 2,90.89
Prophet,AB12 5YB,22/09/2024,Emergency,90.93
Prophet,PE22 0RB,22/09/2024,Standard,55.93
Prophet,PE22 0RB,22/09/2024,Express 5,60.16
Prophet,PE22 0RB,22/09/2024,Express 3,61.32
Prophet,PE22 0RB,22/09/2024,Express 2,77.65
Prophet,PE22 0RB,22/09/2024,Emergency,79.6
Prophet,NG34 9JN,22/09/2024,Standard,58.29
Prophet,NG34 9JN,22/09/2024,Express 5,61.47
Prophet,NG34 9JN,22/09/2024,Express 3,64.05
Prophet,NG34 9JN,22/09/2024,Express 2,70.32
Prophet,NG34 9JN,22/09/2024,Emergency,75.79
Prophet,NE61 1YD,22/09/2024,Standard,50.67
Prophet,NE61 1YD,22/09/2024,Express 5,52.68
Prophet,NE61 1YD,22/09/2024,Express 3,53.65
Prophet,NE61 1YD,22/09/2024,Express 2,54.57
Prophet,NE61 1YD,22/09/2024,Emergency,72.28
Prophet,SY21 8SS,22/09/2024,Standard,56.19
Prophet,SY21 8SS,22/09/2024,Express 5,57.05
Prophet,SY21 8SS,22/09/2024,Express 3,58.97
Prophet,SY21 8SS,22/09/2024,Express 2,62.32
Prophet,SY21 8SS,22/09/2024,Emergency,63.21
Prophet,NE66 2BR,22/09/2024,Standard,62.88
Prophet,NE66 2BR,22/09/2024,Express 5,64.23
Prophet,NE66 2BR,22/09/2024,Express 3,65
Prophet,NE66 2BR,22/09/2024,Express 2,70.98
Prophet,NE66 2BR,22/09/2024,Emergency,81.45
Prophet,FK3 9UT,22/09/2024,Standard,57.65
Prophet,FK3 9UT,22/09/2024,Express 5,64.7
Prophet,FK3 9UT,22/09/2024,Express 3,66.88
Prophet,FK3 9UT,22/09/2024,Express 2,68.72
Prophet,FK3 9UT,22/09/2024,Emergency,73.58
Prophet,IP14 6QA,22/09/2024,Standard,56.68
Prophet,IP14 6QA,22/09/2024,Express 5,58.58
Prophet,IP14 6QA,22/09/2024,Express 3,60.49
Prophet,IP14 6QA,22/09/2024,Express 2,76.16
Prophet,IP14 6QA,22/09/2024,Emergency,80.15
Prophet,NE18 0AD,22/09/2024,Standard,50.67
Prophet,NE18 0AD,22/09/2024,Express 5,52.58
Prophet,NE18 0AD,22/09/2024,Express 3,53.63
Prophet,NE18 0AD,22/09/2024,Express 2,54.81
Prophet,NE18 0AD,22/09/2024,Emergency,80.81
Prophet,NR30 4AU,22/09/2024,Standard,55.62
Prophet,NR30 4AU,22/09/2024,Express 5,56.71
Prophet,NR30 4AU,22/09/2024,Express 3,58.45
Prophet,NR30 4AU,22/09/2024,Express 2,65.89
Prophet,NR30 4AU,22/09/2024,Emergency,82.46
Prophet,LN13 9RB,22/09/2024,Standard,60.03
Prophet,LN13 9RB,22/09/2024,Express 5,76.96
Prophet,LN13 9RB,22/09/2024,Express 3,76.56
Prophet,LN13 9RB,22/09/2024,Express 2,78.18
Prophet,LN13 9RB,22/09/2024,Emergency,90.91
Prophet,LL13 0YT,22/09/2024,Standard,50.29
Prophet,LL13 0YT,22/09/2024,Express 5,53.45
Prophet,LL13 0YT,22/09/2024,Express 3,54.8
Prophet,LL13 0YT,22/09/2024,Express 2,53.83
Prophet,LL13 0YT,22/09/2024,Emergency,56.03
Prophet,CH2 1LE,22/09/2024,Standard,54.56
Prophet,CH2 1LE,22/09/2024,Express 5,55.35
Prophet,CH2 1LE,22/09/2024,Express 3,56.31
Prophet,CH2 1LE,22/09/2024,Express 2,56.63
Prophet,CH2 1LE,22/09/2024,Emergency,58.81
Prophet,NR16 2FG,22/09/2024,Standard,55.67
Prophet,NR16 2FG,22/09/2024,Express 5,57.44
Prophet,NR16 2FG,22/09/2024,Express 3,62.85
Prophet,NR16 2FG,22/09/2024,Express 2,75.06
Prophet,NR16 2FG,22/09/2024,Emergency,80.89
Prophet,TF7 4QT,22/09/2024,Standard,56.03
Prophet,TF7 4QT,22/09/2024,Express 5,58.67
Prophet,TF7 4QT,22/09/2024,Express 3,58.99
Prophet,TF7 4QT,22/09/2024,Express 2,60.21
Prophet,TF7 4QT,22/09/2024,Emergency,63.22
Prophet,WR15 8TH,22/09/2024,Standard,55.91
Prophet,WR15 8TH,22/09/2024,Express 5,55.85
Prophet,WR15 8TH,22/09/2024,Express 3,88.89
Prophet,WR15 8TH,22/09/2024,Express 2,88.8
Prophet,WR15 8TH,22/09/2024,Emergency,90.41
Prophet,HU2 0LL,22/09/2024,Standard,57.44
Prophet,HU2 0LL,22/09/2024,Express 5,57.35
Prophet,HU2 0LL,22/09/2024,Express 3,57.75
Prophet,HU2 0LL,22/09/2024,Express 2,58.42
Prophet,HU2 0LL,22/09/2024,Emergency,91.01
Prophet,PE12 6BL,22/09/2024,Standard,54.91
Prophet,PE12 6BL,22/09/2024,Express 5,57.33
Prophet,PE12 6BL,22/09/2024,Express 3,60.47
Prophet,PE12 6BL,22/09/2024,Express 2,73.29
Prophet,PE12 6BL,22/09/2024,Emergency,85.41
Prophet,AB30 1XS,22/09/2024,Standard,72.53
Prophet,AB30 1XS,22/09/2024,Express 5,72.69
Prophet,AB30 1XS,22/09/2024,Express 3,75.68
Prophet,AB30 1XS,22/09/2024,Express 2,76.11
Prophet,AB30 1XS,22/09/2024,Emergency,82.06
Prophet,CO10 9QZ,22/09/2024,Standard,56.19
Prophet,CO10 9QZ,22/09/2024,Express 5,62.5
Prophet,CO10 9QZ,22/09/2024,Express 3,71.23
Prophet,CO10 9QZ,22/09/2024,Express 2,85.69
Prophet,CO10 9QZ,22/09/2024,Emergency,90.96
Prophet,KY13 0QQ,22/09/2024,Standard,61.68
Prophet,KY13 0QQ,22/09/2024,Express 5,64.55
Prophet,KY13 0QQ,22/09/2024,Express 3,66.83
Prophet,KY13 0QQ,22/09/2024,Express 2,68.69
Prophet,KY13 0QQ,22/09/2024,Emergency,79.24
Prophet,YO17 6YB,22/09/2024,Standard,56.41
Prophet,YO17 6YB,22/09/2024,Express 5,56.22
Prophet,YO17 6YB,22/09/2024,Express 3,56.86
Prophet,YO17 6YB,22/09/2024,Express 2,57.06
Prophet,YO17 6YB,22/09/2024,Emergency,82.22
Prophet,LE65 1BR,22/09/2024,Standard,51.44
Prophet,LE65 1BR,22/09/2024,Express 5,51.68
Prophet,LE65 1BR,22/09/2024,Express 3,52.54
Prophet,LE65 1BR,22/09/2024,Express 2,54.54
Prophet,LE65 1BR,22/09/2024,Emergency,69.22
Prophet,TF9 2QS,22/09/2024,Standard,56.15
Prophet,TF9 2QS,22/09/2024,Express 5,58.93
Prophet,TF9 2QS,22/09/2024,Express 3,59.9
Prophet,TF9 2QS,22/09/2024,Express 2,62.59
Prophet,TF9 2QS,22/09/2024,Emergency,65.69
Prophet,B461JQ,22/09/2024,Standard,50.4
Prophet,B461JQ,22/09/2024,Express 5,50.7
Prophet,B461JQ,22/09/2024,Express 3,53.59
Prophet,B461JQ,22/09/2024,Express 2,56.54
Prophet,B461JQ,22/09/2024,Emergency,64.79
Prophet,KY11 8GH,22/09/2024,Standard,61.5
Prophet,KY11 8GH,22/09/2024,Express 5,64.2
Prophet,KY11 8GH,22/09/2024,Express 3,66.49
Prophet,KY11 8GH,22/09/2024,Express 2,68.65
Prophet,KY11 8GH,22/09/2024,Emergency,79.45
Prophet,YO21 3SR,22/09/2024,Standard,52.99
Prophet,YO21 3SR,22/09/2024,Express 5,53.04
Prophet,YO21 3SR,22/09/2024,Express 3,53.44
Prophet,YO21 3SR,22/09/2024,Express 2,53.35
Prophet,YO21 3SR,22/09/2024,Emergency,76.02
Prophet,KY3 9YE,22/09/2024,Standard,61.46
Prophet,KY3 9YE,22/09/2024,Express 5,64.19
Prophet,KY3 9YE,22/09/2024,Express 3,66.51
Prophet,KY3 9YE,22/09/2024,Express 2,68.62
Prophet,KY3 9YE,22/09/2024,Emergency,79.47
Prophet,PE33 9NP,22/09/2024,Standard,55.64
Prophet,PE33 9NP,22/09/2024,Express 5,57.61
Prophet,PE33 9NP,22/09/2024,Express 3,61.11
Prophet,PE33 9NP,22/09/2024,Express 2,64.18
Prophet,PE33 9NP,22/09/2024,Emergency,65.14
Prophet,PE15 0BY,22/09/2024,Standard,56.56
Prophet,PE15 0BY,22/09/2024,Express 5,57.95
Prophet,PE15 0BY,22/09/2024,Express 3,61.11
Prophet,PE15 0BY,22/09/2024,Express 2,62.42
Prophet,PE15 0BY,22/09/2024,Emergency,66.59
Prophet,AB35 5SQ,22/09/2024,Standard,72.96
Prophet,AB35 5SQ,22/09/2024,Express 5,74.92
Prophet,AB35 5SQ,22/09/2024,Express 3,82.51
Prophet,AB35 5SQ,22/09/2024,Express 2,90.67
Prophet,AB35 5SQ,22/09/2024,Emergency,91.2
Prophet,EH20 9PX,22/09/2024,Standard,59.53
Prophet,EH20 9PX,22/09/2024,Express 5,63.93
Prophet,EH20 9PX,22/09/2024,Express 3,64.87
Prophet,EH20 9PX,22/09/2024,Express 2,67.77
Prophet,EH20 9PX,22/09/2024,Emergency,78.64
Prophet,CV47 2FE,22/09/2024,Standard,67.92
Prophet,CV47 2FE,22/09/2024,Express 5,66.74
Prophet,CV47 2FE,22/09/2024,Express 3,87.39
Prophet,CV47 2FE,22/09/2024,Express 2,85.46
Prophet,CV47 2FE,22/09/2024,Emergency,88.98
Prophet,DN21 1GD,22/09/2024,Standard,57.19
Prophet,DN21 1GD,22/09/2024,Express 5,61.71
Prophet,DN21 1GD,22/09/2024,Express 3,71.5
Prophet,DN21 1GD,22/09/2024,Express 2,76.79
Prophet,DN21 1GD,22/09/2024,Emergency,90.64
Prophet,PE6 0QE,22/09/2024,Standard,55.54
Prophet,PE6 0QE,22/09/2024,Express 5,57.77
Prophet,PE6 0QE,22/09/2024,Express 3,60.84
Prophet,PE6 0QE,22/09/2024,Express 2,71.59
Prophet,PE6 0QE,22/09/2024,Emergency,89.87
Prophet,CV2 1AA,22/09/2024,Standard,56.06
Prophet,CV2 1AA,22/09/2024,Express 5,63.85
Prophet,CV2 1AA,22/09/2024,Express 3,72.4
Prophet,CV2 1AA,22/09/2024,Express 2,72.11
Prophet,CV2 1AA,22/09/2024,Emergency,72.11
Prophet,PE34 4PG,22/09/2024,Standard,55.47
Prophet,PE34 4PG,22/09/2024,Express 5,57.43
Prophet,PE34 4PG,22/09/2024,Express 3,61.37
Prophet,PE34 4PG,22/09/2024,Express 2,63.6
Prophet,PE34 4PG,22/09/2024,Emergency,65.08
Prophet,LE15 9AR,22/09/2024,Standard,56.01
Prophet,LE15 9AR,22/09/2024,Express 5,60.31
Prophet,LE15 9AR,22/09/2024,Express 3,62.43
Prophet,LE15 9AR,22/09/2024,Express 2,64.22
Prophet,LE15 9AR,22/09/2024,Emergency,66.75
Prophet,NE71 6RJ,22/09/2024,Standard,62.9
Prophet,NE71 6RJ,22/09/2024,Express 5,62.91
Prophet,NE71 6RJ,22/09/2024,Express 3,66.66
Prophet,NE71 6RJ,22/09/2024,Express 2,67.48
Prophet,NE71 6RJ,22/09/2024,Emergency,70.5
Prophet,TD15 2TB,22/09/2024,Standard,59.49
Prophet,TD15 2TB,22/09/2024,Express 5,64.37
Prophet,TD15 2TB,22/09/2024,Express 3,60.39
Prophet,TD15 2TB,22/09/2024,Express 2,61.39
Prophet,TD15 2TB,22/09/2024,Emergency,62.89
Prophet,DD8 1SJ,22/09/2024,Standard,83.32
Prophet,DD8 1SJ,22/09/2024,Express 5,83.32
Prophet,DD8 1SJ,22/09/2024,Express 3,82.48
Prophet,DD8 1SJ,22/09/2024,Express 2,86.45
Prophet,DD8 1SJ,22/09/2024,Emergency,88.51
Prophet,DD10 8DS,22/09/2024,Standard,83.32
Prophet,DD10 8DS,22/09/2024,Express 5,83.32
Prophet,DD10 8DS,22/09/2024,Express 3,82.48
Prophet,DD10 8DS,22/09/2024,Express 2,86.45
Prophet,DD10 8DS,22/09/2024,Emergency,88.51
Prophet,LS22 4JF,22/09/2024,Standard,52.62
Prophet,LS22 4JF,22/09/2024,Express 5,53.32
Prophet,LS22 4JF,22/09/2024,Express 3,54.84
Prophet,LS22 4JF,22/09/2024,Express 2,55.48
Prophet,LS22 4JF,22/09/2024,Emergency,77.38
Prophet,PE6 0QE,21/09/2024,Standard,56.67
Prophet,PE6 0QE,21/09/2024,Express 5,57.97
Prophet,PE6 0QE,21/09/2024,Express 3,61.33
Prophet,PE6 0QE,21/09/2024,Express 2,85.51
Prophet,PE6 0QE,21/09/2024,Emergency,89.55
Prophet,PE33 9NP,21/09/2024,Standard,55.58
Prophet,PE33 9NP,21/09/2024,Express 5,57.51
Prophet,PE33 9NP,21/09/2024,Express 3,61.07
Prophet,PE33 9NP,21/09/2024,Express 2,64.09
Prophet,PE33 9NP,21/09/2024,Emergency,65.07
Prophet,LE65 1BR,21/09/2024,Standard,51.47
Prophet,LE65 1BR,21/09/2024,Express 5,51.72
Prophet,LE65 1BR,21/09/2024,Express 3,52.58
Prophet,LE65 1BR,21/09/2024,Express 2,54.52
Prophet,LE65 1BR,21/09/2024,Emergency,69.25
Prophet,CV47 2FE,21/09/2024,Standard,55.08
Prophet,CV47 2FE,21/09/2024,Express 5,55.02
Prophet,CV47 2FE,21/09/2024,Express 3,58.83
Prophet,CV47 2FE,21/09/2024,Express 2,62.05
Prophet,CV47 2FE,21/09/2024,Emergency,71.33
Prophet,NG34 9JN,21/09/2024,Standard,58.47
Prophet,NG34 9JN,21/09/2024,Express 5,63.8
Prophet,NG34 9JN,21/09/2024,Express 3,69.78
Prophet,NG34 9JN,21/09/2024,Express 2,74.55
Prophet,NG34 9JN,21/09/2024,Emergency,79.13
Prophet,KY3 9YE,21/09/2024,Standard,61.97
Prophet,KY3 9YE,21/09/2024,Express 5,64.68
Prophet,KY3 9YE,21/09/2024,Express 3,66.45
Prophet,KY3 9YE,21/09/2024,Express 2,69.13
Prophet,KY3 9YE,21/09/2024,Emergency,79.42
Prophet,IP14 6QA,21/09/2024,Standard,56.69
Prophet,IP14 6QA,21/09/2024,Express 5,58.5
Prophet,IP14 6QA,21/09/2024,Express 3,60.46
Prophet,IP14 6QA,21/09/2024,Express 2,75.95
Prophet,IP14 6QA,21/09/2024,Emergency,79.83
Prophet,SY21 8SS,21/09/2024,Standard,56.22
Prophet,SY21 8SS,21/09/2024,Express 5,56.96
Prophet,SY21 8SS,21/09/2024,Express 3,59.04
Prophet,SY21 8SS,21/09/2024,Express 2,62.31
Prophet,SY21 8SS,21/09/2024,Emergency,63.25
Prophet,YO17 6YB,21/09/2024,Standard,56.23
Prophet,YO17 6YB,21/09/2024,Express 5,56.2
Prophet,YO17 6YB,21/09/2024,Express 3,56.75
Prophet,YO17 6YB,21/09/2024,Express 2,56.76
Prophet,YO17 6YB,21/09/2024,Emergency,82.34
Prophet,NE61 1YD,21/09/2024,Standard,50.68
Prophet,NE61 1YD,21/09/2024,Express 5,51.45
Prophet,NE61 1YD,21/09/2024,Express 3,56.18
Prophet,NE61 1YD,21/09/2024,Express 2,56.19
Prophet,NE61 1YD,21/09/2024,Emergency,72.27
Prophet,LE15 9AR,21/09/2024,Standard,59.31
Prophet,LE15 9AR,21/09/2024,Express 5,59.91
Prophet,LE15 9AR,21/09/2024,Express 3,62.43
Prophet,LE15 9AR,21/09/2024,Express 2,63.71
Prophet,LE15 9AR,21/09/2024,Emergency,66.35
Prophet,LL13 0YT,21/09/2024,Standard,50.38
Prophet,LL13 0YT,21/09/2024,Express 5,53.33
Prophet,LL13 0YT,21/09/2024,Express 3,54.76
Prophet,LL13 0YT,21/09/2024,Express 2,53.81
Prophet,LL13 0YT,21/09/2024,Emergency,56.3
Prophet,CO10 9QZ,21/09/2024,Standard,56.23
Prophet,CO10 9QZ,21/09/2024,Express 5,63.2
Prophet,CO10 9QZ,21/09/2024,Express 3,71.17
